Name,Date,upload_tweet
jacobsartorius,2020-12-27,+14
jacobsartorius,2020-12-14,+82
jacobsartorius,2020-11-23,+36
jacobsartorius,2020-11-04,+27
jacobsartorius,2020-10-19,+3
jacobsartorius,2020-10-12,+6
jacobsartorius,2020-09-27,+6
jacobsartorius,2020-09-05,+3
jacobsartorius,2020-08-27,+9
jacobsartorius,2020-08-06,+12
jacobsartorius,2020-07-12,+3
jacobsartorius,2020-06-26,+2
jacobsartorius,2020-06-20,+8
jacobsartorius,2020-06-08,+5
jacobsartorius,2020-05-31,
jacobsartorius,2020-05-27,+3
jacobsartorius,2020-05-26,+9
jacobsartorius,2020-05-21,+3
jacobsartorius,2020-05-20,+6
jacobsartorius,2020-05-15,
jacobsartorius,Total Summary,
dixiedamelio,2021-09-26,
dixiedamelio,2021-09-24,+71
dixiedamelio,2021-08-16,+12
dixiedamelio,2021-08-07,+126
dixiedamelio,2021-07-22,+23
dixiedamelio,2021-07-18,+4
dixiedamelio,2021-07-09,+8
dixiedamelio,2021-07-02,+31
dixiedamelio,2021-06-14,+2
dixiedamelio,2021-06-13,
dixiedamelio,2021-06-06,
dixiedamelio,2021-06-04,
dixiedamelio,2021-06-03,+8
dixiedamelio,2021-05-24,+3
dixiedamelio,2021-05-22,+2
dixiedamelio,2021-05-19,+2
dixiedamelio,2021-05-17,+1
dixiedamelio,2021-05-15,+45
dixiedamelio,2021-04-23,+177
dixiedamelio,2021-03-01,+13
dixiedamelio,2021-02-28,+25
dixiedamelio,2021-02-13,+3
dixiedamelio,2021-01-05,
dixiedamelio,2021-01-03,+33
dixiedamelio,2020-12-26,+68
dixiedamelio,2020-12-16,+33
dixiedamelio,2020-12-13,+19
dixiedamelio,2020-12-10,+31
dixiedamelio,2020-12-01,+47
dixiedamelio,2020-11-11,+3
dixiedamelio,2020-11-08,+73
dixiedamelio,2020-10-27,+26
dixiedamelio,2020-10-23,+24
dixiedamelio,2020-10-16,+8
dixiedamelio,2020-10-13,+11
dixiedamelio,2020-10-08,+18
dixiedamelio,2020-10-06,+24
dixiedamelio,2020-09-27,+47
dixiedamelio,2020-09-19,+14
dixiedamelio,2020-09-16,+26
dixiedamelio,2020-09-12,+13
dixiedamelio,2020-09-11,+105
dixiedamelio,2020-08-11,+211
dixiedamelio,2020-08-01,+41
dixiedamelio,2020-07-28,+238
dixiedamelio,2020-07-09,+82
dixiedamelio,2020-07-04,+53
dixiedamelio,2020-07-01,+19
dixiedamelio,2020-06-27,+23
dixiedamelio,2020-06-26,+15
dixiedamelio,2020-06-24,+97
dixiedamelio,2020-06-09,+17
dixiedamelio,2020-06-03,+37
dixiedamelio,2020-05-28,+23
dixiedamelio,2020-05-26,+9
dixiedamelio,2020-05-25,+13
dixiedamelio,2020-05-24,+52
dixiedamelio,2020-05-20,+7
dixiedamelio,2020-05-19,
dixiedamelio,Total Summary,
xhuddy,2021-09-06,+6
xhuddy,2021-08-22,+15
xhuddy,2021-08-07,+22
xhuddy,2021-08-04,+23
xhuddy,2021-07-10,+1
xhuddy,2021-07-08,+7
xhuddy,2021-07-03,+4
xhuddy,2021-06-25,+15
xhuddy,2021-06-11,+2
xhuddy,2021-06-09,
xhuddy,2021-06-08,+1
xhuddy,2021-06-06,+3
xhuddy,2021-06-05,+2
xhuddy,2021-06-03,+2
xhuddy,2021-06-02,+1
xhuddy,2021-05-31,+4
xhuddy,2021-05-27,+6
xhuddy,2021-05-20,+2
xhuddy,2021-05-17,+3
xhuddy,2021-05-15,+11
xhuddy,2021-05-13,+10
xhuddy,2021-05-04,+1
xhuddy,2021-05-03,
xhuddy,2021-04-30,+6
xhuddy,2021-04-24,+25
xhuddy,2021-04-17,+10
xhuddy,2021-04-14,+1
xhuddy,2021-04-10,+22
xhuddy,2021-03-22,+2
xhuddy,2021-03-21,+4
xhuddy,2021-03-19,+5
xhuddy,2021-03-15,
xhuddy,2021-03-13,+3
xhuddy,2021-03-10,+2
xhuddy,2021-03-08,+2
xhuddy,2021-03-05,+1
xhuddy,2021-03-04,+4
xhuddy,2021-03-03,+2
xhuddy,2021-03-01,+9
xhuddy,2021-02-22,+5
xhuddy,2021-02-20,+28
xhuddy,2021-02-14,+4
xhuddy,2021-02-11,+2
xhuddy,2021-02-10,+8
xhuddy,2021-02-06,+3
xhuddy,2021-02-03,+2
xhuddy,2021-02-01,+6
xhuddy,2021-01-27,+6
xhuddy,2021-01-24,+13
xhuddy,2021-01-22,+10
xhuddy,2021-01-20,+3
xhuddy,2021-01-18,
xhuddy,2021-01-16,+4
xhuddy,2021-01-14,+1
xhuddy,2021-01-13,
xhuddy,2021-01-12,-5
xhuddy,2021-01-08,
xhuddy,2021-01-07,+3
xhuddy,2020-12-31,+1
xhuddy,2020-12-28,-2
xhuddy,2020-12-27,
xhuddy,2020-12-25,+1
xhuddy,2020-12-23,+3
xhuddy,2020-12-20,-675
xhuddy,2020-12-19,-347
xhuddy,2020-12-17,+1
xhuddy,2020-12-16,+4
xhuddy,2020-12-14,+1
xhuddy,2020-12-13,+2
xhuddy,2020-12-11,+5
xhuddy,2020-12-03,-1
xhuddy,2020-11-30,
xhuddy,2020-11-28,+4
xhuddy,2020-11-26,-1
xhuddy,2020-11-23,+2
xhuddy,2020-11-19,+22
xhuddy,2020-11-10,+7
xhuddy,2020-11-08,+8
xhuddy,2020-11-06,+1
xhuddy,2020-11-05,+8
xhuddy,2020-10-29,+5
xhuddy,2020-10-25,+3
xhuddy,2020-10-23,+1
xhuddy,2020-10-22,+2
xhuddy,2020-10-18,+1
xhuddy,2020-10-13,+3
xhuddy,2020-10-11,-5
xhuddy,2020-10-06,+1
xhuddy,2020-10-04,+3
xhuddy,2020-09-30,+40
xhuddy,2020-09-04,+36
xhuddy,2020-07-30,-11
xhuddy,2020-07-08,-3
xhuddy,2020-07-07,+16
xhuddy,2020-06-28,+32
xhuddy,2020-06-10,+6
xhuddy,2020-06-01,-1
xhuddy,2020-05-29,+3
xhuddy,2020-05-27,+2
xhuddy,2020-05-25,+13
xhuddy,2020-05-19,+17
xhuddy,2020-05-15,+10
xhuddy,2020-05-11,
xhuddy,Total Summary,
itsjojosiwa,2021-10-25,+12
itsjojosiwa,2021-10-05,+2
itsjojosiwa,2021-09-26,+7
itsjojosiwa,2021-09-19,+5
itsjojosiwa,2021-09-14,+32
itsjojosiwa,2021-08-15,+31
itsjojosiwa,2021-07-30,
itsjojosiwa,2021-07-27,
itsjojosiwa,2021-05-16,+3
itsjojosiwa,2021-04-21,+2
itsjojosiwa,2021-04-15,+8
itsjojosiwa,2021-03-16,
itsjojosiwa,2021-03-11,+7
itsjojosiwa,2021-02-16,-1
itsjojosiwa,2021-02-11,+17
itsjojosiwa,2021-01-24,+9
itsjojosiwa,2021-01-23,+7
itsjojosiwa,2021-01-05,+35
itsjojosiwa,2020-11-25,+3
itsjojosiwa,2020-11-21,+11
itsjojosiwa,2020-11-02,+5
itsjojosiwa,2020-10-17,
itsjojosiwa,2020-10-11,+24
itsjojosiwa,2020-09-19,+17
itsjojosiwa,2020-09-01,+35
itsjojosiwa,2020-07-23,+11
itsjojosiwa,2020-07-04,+33
itsjojosiwa,2020-06-12,+5
itsjojosiwa,2020-06-03,+10
itsjojosiwa,2020-05-27,+13
itsjojosiwa,2020-05-21,+48
itsjojosiwa,2020-05-16,+5
itsjojosiwa,2020-05-13,
itsjojosiwa,Total Summary,
maddieziegler,2021-11-08,
maddieziegler,2021-11-01,
maddieziegler,2021-10-21,
maddieziegler,2021-09-24,
maddieziegler,2021-09-12,
maddieziegler,2021-08-24,+17
maddieziegler,2021-06-13,+2
maddieziegler,2021-05-20,
maddieziegler,2021-05-18,+1
maddieziegler,2021-03-20,-1
maddieziegler,2021-02-12,-18
maddieziegler,2021-01-03,+7
maddieziegler,2020-12-06,+2
maddieziegler,2020-11-08,+15
maddieziegler,2020-10-22,+2
maddieziegler,2020-10-14,+8
maddieziegler,2020-09-30,+22
maddieziegler,2020-08-18,-1
maddieziegler,2020-08-14,+1
maddieziegler,2020-07-19,
maddieziegler,2020-06-30,+1
maddieziegler,2020-06-24,
maddieziegler,2020-06-13,-1
maddieziegler,2020-06-08,
maddieziegler,2020-05-31,
maddieziegler,2020-05-30,
maddieziegler,2020-05-29,+1
maddieziegler,2020-05-24,
maddieziegler,2020-05-19,
maddieziegler,Total Summary,
jamescharles,2021-11-07,+7
jamescharles,2021-11-04,
jamescharles,2021-11-03,+2
jamescharles,2021-10-31,+3
jamescharles,2021-10-30,+16
jamescharles,2021-10-22,
jamescharles,2021-10-20,-3
jamescharles,2021-10-18,-3
jamescharles,2021-10-10,+10
jamescharles,2021-10-07,+5
jamescharles,2021-09-27,+3
jamescharles,2021-09-24,+1
jamescharles,2021-09-22,-1
jamescharles,2021-09-19,
jamescharles,2021-09-18,+2
jamescharles,2021-09-17,
jamescharles,2021-09-14,
jamescharles,2021-09-13,+3
jamescharles,2021-09-12,+2
jamescharles,2021-09-07,
jamescharles,2021-09-05,+4
jamescharles,2021-09-03,-1
jamescharles,2021-08-30,+1
jamescharles,2021-08-28,+2
jamescharles,2021-08-26,
jamescharles,2021-08-25,
jamescharles,2021-08-23,+4
jamescharles,2021-08-19,
jamescharles,2021-08-15,+1
jamescharles,2021-08-14,+2
jamescharles,2021-08-12,
jamescharles,2021-08-08,+3
jamescharles,2021-08-06,+6
jamescharles,2021-07-31,+3
jamescharles,2021-07-30,
jamescharles,2021-07-27,
jamescharles,2021-07-19,
jamescharles,2021-07-18,+4
jamescharles,2021-07-15,-2
jamescharles,2021-07-10,+8
jamescharles,2021-07-09,
jamescharles,2021-07-06,-4
jamescharles,2021-07-01,-5
jamescharles,2021-06-30,-1
jamescharles,2021-06-26,
jamescharles,2021-06-25,-1
jamescharles,2021-06-22,-2
jamescharles,2021-06-19,-1
jamescharles,2021-06-13,
jamescharles,2021-06-11,-3
jamescharles,2021-06-08,
jamescharles,2021-06-07,
jamescharles,2021-06-05,-2
jamescharles,2021-06-03,-3
jamescharles,2021-06-01,-1
jamescharles,2021-05-30,
jamescharles,2021-05-26,-1
jamescharles,2021-05-24,+1
jamescharles,2021-05-22,
jamescharles,2021-05-21,
jamescharles,2021-05-19,
jamescharles,2021-05-18,-1
jamescharles,2021-05-15,
jamescharles,2021-05-13,
jamescharles,2021-05-12,
jamescharles,2021-05-10,
jamescharles,2021-05-08,-1
jamescharles,2021-05-07,
jamescharles,2021-05-06,
jamescharles,2021-05-03,
jamescharles,2021-05-01,-3
jamescharles,2021-04-29,
jamescharles,2021-04-28,
jamescharles,2021-04-27,
jamescharles,2021-04-25,-1
jamescharles,2021-04-23,-3
jamescharles,2021-04-22,
jamescharles,2021-04-20,
jamescharles,2021-04-16,-5
jamescharles,2021-04-14,-1
jamescharles,2021-04-10,+38
jamescharles,2021-03-22,+1
jamescharles,2021-03-21,+10
jamescharles,2021-03-18,+3
jamescharles,2021-03-16,+39
jamescharles,2021-03-08,+2
jamescharles,2021-03-06,+13
jamescharles,2021-03-02,+4
jamescharles,2021-03-01,-7
jamescharles,2021-02-27,+2
jamescharles,2021-02-26,+30
jamescharles,2021-02-17,+1
jamescharles,2021-02-16,+63
jamescharles,2021-01-28,+38
jamescharles,2021-01-19,+4
jamescharles,2021-01-17,+24
jamescharles,2021-01-11,-44
jamescharles,2021-01-02,+49
jamescharles,2020-12-26,+35
jamescharles,2020-12-21,+12
jamescharles,2020-12-19,+59
jamescharles,2020-12-09,+3
jamescharles,2020-12-07,+48
jamescharles,2020-11-28,+29
jamescharles,2020-11-24,+62
jamescharles,2020-11-16,+29
jamescharles,2020-11-15,+110
jamescharles,2020-11-03,+23
jamescharles,2020-11-01,+84
jamescharles,2020-10-19,+81
jamescharles,2020-10-05,+12
jamescharles,2020-10-02,+17
jamescharles,2020-09-29,+9
jamescharles,2020-09-26,+24
jamescharles,2020-09-23,+101
jamescharles,2020-08-16,+110
jamescharles,2020-07-26,+92
jamescharles,2020-07-06,+9
jamescharles,2020-07-04,+17
jamescharles,2020-06-25,+27
jamescharles,2020-06-21,+77
jamescharles,2020-06-09,+27
jamescharles,2020-05-31,+48
jamescharles,2020-05-24,+52
jamescharles,2020-05-19,
jamescharles,Total Summary,
iamlorengray,2021-11-09,+102
iamlorengray,2021-09-13,+2
iamlorengray,2021-09-12,+39
iamlorengray,2021-08-26,+6
iamlorengray,2021-08-21,+14
iamlorengray,2021-08-12,+28
iamlorengray,2021-07-21,+168
iamlorengray,2021-05-24,+361
iamlorengray,2021-03-19,+109
iamlorengray,2021-03-02,+51
iamlorengray,2021-02-10,+99
iamlorengray,2021-01-20,+93
iamlorengray,2020-12-31,+37
iamlorengray,2020-12-21,+28
iamlorengray,2020-12-15,+120
iamlorengray,2020-11-23,+50
iamlorengray,2020-11-16,+27
iamlorengray,2020-11-13,+48
iamlorengray,2020-11-11,+106
iamlorengray,2020-10-25,+13
iamlorengray,2020-10-24,+53
iamlorengray,2020-10-16,+96
iamlorengray,2020-09-30,+22
iamlorengray,2020-09-27,+302
iamlorengray,2020-08-28,+32
iamlorengray,2020-08-21,+10
iamlorengray,2020-08-19,+29
iamlorengray,2020-08-08,+154
iamlorengray,2020-07-13,+59
iamlorengray,2020-06-27,+28
iamlorengray,2020-06-19,+22
iamlorengray,2020-06-07,+26
iamlorengray,2020-05-30,+4
iamlorengray,2020-05-29,+13
iamlorengray,2020-05-26,+5
iamlorengray,2020-05-23,+19
iamlorengray,2020-05-17,
iamlorengray,Total Summary,
billieeilish,2021-11-10,+4
billieeilish,2021-11-07,+2
billieeilish,2021-11-05,+1
billieeilish,2021-11-03,+1
billieeilish,2021-11-01,
billieeilish,2021-10-30,
billieeilish,2021-10-27,
billieeilish,2021-10-25,
billieeilish,2021-10-24,+2
billieeilish,2021-10-21,+2
billieeilish,2021-10-17,+1
billieeilish,2021-10-16,+2
billieeilish,2021-10-14,+2
billieeilish,2021-10-11,+1
billieeilish,2021-10-09,+1
billieeilish,2021-10-07,+5
billieeilish,2021-09-30,+3
billieeilish,2021-09-28,+1
billieeilish,2021-09-26,+1
billieeilish,2021-09-25,+1
billieeilish,2021-09-24,+5
billieeilish,2021-09-21,+2
billieeilish,2021-09-20,+1
billieeilish,2021-09-18,+4
billieeilish,2021-09-15,
billieeilish,2021-09-14,+1
billieeilish,2021-09-13,+1
billieeilish,2021-09-12,+2
billieeilish,2021-09-10,
billieeilish,2021-09-09,
billieeilish,2021-09-08,+3
billieeilish,2021-09-07,
billieeilish,2021-09-05,+2
billieeilish,2021-09-04,+3
billieeilish,2021-09-02,+1
billieeilish,2021-09-01,+1
billieeilish,2021-08-31,
billieeilish,2021-08-30,
billieeilish,2021-08-29,
billieeilish,2021-08-27,
billieeilish,2021-08-26,+1
billieeilish,2021-08-25,+2
billieeilish,2021-08-23,
billieeilish,2021-08-22,+3
billieeilish,2021-08-19,+4
billieeilish,2021-08-18,+3
billieeilish,2021-08-17,+1
billieeilish,2021-08-15,
billieeilish,2021-08-14,+1
billieeilish,2021-08-13,+3
billieeilish,2021-08-11,+4
billieeilish,2021-08-10,+4
billieeilish,2021-08-08,+3
billieeilish,2021-08-06,+5
billieeilish,2021-08-05,+13
billieeilish,2021-08-02,+5
billieeilish,2021-08-01,+10
billieeilish,2021-07-31,+14
billieeilish,2021-07-30,
billieeilish,2021-07-24,+2
billieeilish,2021-07-23,+3
billieeilish,2021-07-22,+3
billieeilish,2021-07-20,+1
billieeilish,2021-07-19,+1
billieeilish,2021-07-18,+1
billieeilish,2021-07-17,+3
billieeilish,2021-07-15,+1
billieeilish,2021-07-13,+1
billieeilish,2021-07-12,+8
billieeilish,2021-07-08,+2
billieeilish,2021-07-06,
billieeilish,2021-07-02,+2
billieeilish,2021-07-01,+1
billieeilish,2021-06-30,+3
billieeilish,2021-06-28,
billieeilish,2021-06-26,+2
billieeilish,2021-06-22,
billieeilish,2021-06-21,
billieeilish,2021-06-20,
billieeilish,2021-06-18,+3
billieeilish,2021-06-17,+3
billieeilish,2021-06-16,+1
billieeilish,2021-06-15,
billieeilish,2021-06-14,
billieeilish,2021-06-11,+3
billieeilish,2021-06-10,+2
billieeilish,2021-06-09,+2
billieeilish,2021-06-07,
billieeilish,2021-06-06,+5
billieeilish,2021-06-04,+9
billieeilish,2021-06-03,+3
billieeilish,2021-06-01,
billieeilish,2021-05-31,
billieeilish,2021-05-30,+1
billieeilish,2021-05-29,+5
billieeilish,2021-05-27,+3
billieeilish,2021-05-25,+1
billieeilish,2021-05-24,
billieeilish,2021-05-23,
billieeilish,2021-05-22,+4
billieeilish,2021-05-20,+1
billieeilish,2021-05-19,+1
billieeilish,2021-05-18,+1
billieeilish,2021-05-17,
billieeilish,2021-05-16,
billieeilish,2021-05-15,
billieeilish,2021-05-13,
billieeilish,2021-05-12,+6
billieeilish,2021-05-10,
billieeilish,2021-05-09,+2
billieeilish,2021-05-08,+1
billieeilish,2021-05-06,+5
billieeilish,2021-05-05,+1
billieeilish,2021-05-04,+9
billieeilish,2021-04-30,+5
billieeilish,2021-04-29,+1
billieeilish,2021-04-28,+7
billieeilish,2021-04-27,+3
billieeilish,2021-04-07,+1
billieeilish,2021-03-21,
billieeilish,2021-03-19,
billieeilish,2021-03-17,+2
billieeilish,2021-03-16,+1
billieeilish,2021-03-15,+2
billieeilish,2021-03-14,
billieeilish,2021-03-12,
billieeilish,2021-03-11,+3
billieeilish,2021-03-04,+3
billieeilish,2021-03-02,+6
billieeilish,2021-02-24,+9
billieeilish,2021-02-21,+2
billieeilish,2021-02-17,+3
billieeilish,2021-02-12,
billieeilish,2021-02-10,
billieeilish,2021-02-07,
billieeilish,2021-02-05,+2
billieeilish,2021-02-02,
billieeilish,2021-01-31,+1
billieeilish,2021-01-28,
billieeilish,2021-01-27,+6
billieeilish,2021-01-24,+11
billieeilish,2021-01-16,+1
billieeilish,2021-01-12,+1
billieeilish,2021-01-08,
billieeilish,2021-01-02,
billieeilish,2020-12-31,
billieeilish,2020-12-27,
billieeilish,2020-12-24,+2
billieeilish,2020-12-18,+6
billieeilish,2020-12-12,+4
billieeilish,2020-12-09,+4
billieeilish,2020-12-02,+2
billieeilish,2020-11-30,+1
billieeilish,2020-11-23,+1
billieeilish,2020-11-22,+5
billieeilish,2020-11-19,+16
billieeilish,2020-11-11,+3
billieeilish,2020-11-03,+1
billieeilish,2020-10-29,+1
billieeilish,2020-10-27,+13
billieeilish,2020-10-16,+2
billieeilish,2020-10-14,+12
billieeilish,2020-09-30,+1
billieeilish,2020-09-25,+2
billieeilish,2020-09-13,+8
billieeilish,2020-08-23,+5
billieeilish,2020-08-20,+2
billieeilish,2020-08-17,+17
billieeilish,2020-07-21,+4
billieeilish,2020-07-03,+5
billieeilish,2020-06-16,
billieeilish,2020-06-05,
billieeilish,2020-05-31,
billieeilish,2020-05-28,
billieeilish,2020-05-27,+4
billieeilish,2020-05-21,
billieeilish,2020-05-19,
billieeilish,2020-05-15,
billieeilish,Total Summary,
KylieJenner,2021-11-09,
KylieJenner,2021-11-05,
KylieJenner,2021-11-03,+1
KylieJenner,2021-11-01,
KylieJenner,2021-10-31,-1
KylieJenner,2021-10-28,
KylieJenner,2021-10-27,+1
KylieJenner,2021-10-21,+1
KylieJenner,2021-10-20,
KylieJenner,2021-10-17,
KylieJenner,2021-10-16,+4
KylieJenner,2021-10-13,
KylieJenner,2021-10-09,+9
KylieJenner,2021-10-03,
KylieJenner,2021-10-02,+4
KylieJenner,2021-09-28,+1
KylieJenner,2021-09-27,
KylieJenner,2021-09-25,+6
KylieJenner,2021-09-18,+5
KylieJenner,2021-09-17,
KylieJenner,2021-09-15,
KylieJenner,2021-09-14,
KylieJenner,2021-09-12,
KylieJenner,2021-09-11,+5
KylieJenner,2021-09-09,-1
KylieJenner,2021-09-08,
KylieJenner,2021-09-06,+1
KylieJenner,2021-09-05,
KylieJenner,2021-09-04,+1
KylieJenner,2021-09-01,+5
KylieJenner,2021-08-29,-1
KylieJenner,2021-08-26,+1
KylieJenner,2021-08-24,
KylieJenner,2021-08-23,-2
KylieJenner,2021-08-20,-1
KylieJenner,2021-08-18,+2
KylieJenner,2021-08-17,
KylieJenner,2021-08-15,
KylieJenner,2021-08-14,+3
KylieJenner,2021-08-12,
KylieJenner,2021-08-11,+3
KylieJenner,2021-08-10,+6
KylieJenner,2021-07-31,+3
KylieJenner,2021-07-30,
KylieJenner,2021-07-25,
KylieJenner,2021-07-23,+2
KylieJenner,2021-07-21,+1
KylieJenner,2021-07-19,
KylieJenner,2021-07-18,+3
KylieJenner,2021-07-10,+6
KylieJenner,2021-07-06,
KylieJenner,2021-07-03,+1
KylieJenner,2021-07-02,
KylieJenner,2021-06-30,
KylieJenner,2021-06-28,+1
KylieJenner,2021-06-27,
KylieJenner,2021-06-26,
KylieJenner,2021-06-24,-1
KylieJenner,2021-06-20,
KylieJenner,2021-06-19,
KylieJenner,2021-06-18,+9
KylieJenner,2021-06-17,
KylieJenner,2021-06-14,
KylieJenner,2021-06-13,-2
KylieJenner,2021-06-03,
KylieJenner,2021-06-02,+1
KylieJenner,2021-05-31,-1
KylieJenner,2021-05-29,-2
KylieJenner,2021-05-27,
KylieJenner,2021-05-25,
KylieJenner,2021-05-23,+2
KylieJenner,2021-05-21,+2
KylieJenner,2021-05-19,+2
KylieJenner,2021-05-18,+1
KylieJenner,2021-05-17,
KylieJenner,2021-05-16,+2
KylieJenner,2021-05-15,
KylieJenner,2021-05-13,-1
KylieJenner,2021-05-12,+4
KylieJenner,2021-05-10,
KylieJenner,2021-05-09,
KylieJenner,2021-05-07,
KylieJenner,2021-05-06,
KylieJenner,2021-05-04,
KylieJenner,2021-05-03,
KylieJenner,2021-05-02,+1
KylieJenner,2021-05-01,
KylieJenner,2021-04-30,-1
KylieJenner,2021-04-28,
KylieJenner,2021-04-26,
KylieJenner,2021-04-24,
KylieJenner,2021-04-23,
KylieJenner,2021-04-21,+2
KylieJenner,2021-04-20,-2
KylieJenner,2021-04-18,
KylieJenner,2021-04-17,
KylieJenner,2021-04-15,+1
KylieJenner,2021-04-14,+1
KylieJenner,2021-04-11,
KylieJenner,2021-04-09,+1
KylieJenner,2021-04-07,-14
KylieJenner,2021-03-21,+1
KylieJenner,2021-03-20,
KylieJenner,2021-03-19,
KylieJenner,2021-03-18,+1
KylieJenner,2021-03-16,+2
KylieJenner,2021-03-10,+3
KylieJenner,2021-03-01,+8
KylieJenner,2021-02-21,-1
KylieJenner,2021-02-17,+10
KylieJenner,2021-02-07,+1
KylieJenner,2021-02-04,+1
KylieJenner,2021-02-03,+1
KylieJenner,2021-01-28,+2
KylieJenner,2021-01-24,
KylieJenner,2021-01-23,+4
KylieJenner,2021-01-18,+2
KylieJenner,2021-01-14,+5
KylieJenner,2021-01-02,+4
KylieJenner,2020-12-30,+7
KylieJenner,2020-12-26,+8
KylieJenner,2020-12-20,
