Name,Following,Followers,Likes,Views,V_Date,V_Likes,V_Comments
lorengray  ,247,54.4M,2.9B,18.4M,2020-6-8,3.3M,11.6K
lorengray  ,247,54.4M,2.9B,7.1M,2020-6-7,1.3M,9022
lorengray  ,247,54.4M,2.9B,69.5M,2020-6-7,5.7M,38.2K
lorengray  ,247,54.4M,2.9B,9.1M,2020-6-6,1.5M,8425
lorengray  ,247,54.4M,2.9B,24.2M,2020-6-5,3.3M,31.7K
lorengray  ,247,54.4M,2.9B,15.7M,2020-6-5,2.2M,8947
lorengray  ,247,54.4M,2.9B,4.4M,2020-6-4,708.4K,3757
lorengray  ,247,54.4M,2.9B,3.9M,2020-6-4,529.7K,2551
lorengray  ,247,54.4M,2.9B,4.3M,2020-6-4,536.4K,6806
lorengray  ,247,54.4M,2.9B,2.7M,2020-6-4,341.3K,3083
lorengray  ,247,54.4M,2.9B,3.8M,2020-6-1,709.9K,6440
lorengray  ,247,54.4M,2.9B,8.7M,2020-5-28,2.3M,32.2K
lorengray  ,247,54.4M,2.9B,6M,2020-5-27,960.6K,5624
lorengray  ,247,54.4M,2.9B,6.4M,2020-5-25,1.4M,6633
lorengray  ,247,54.4M,2.9B,5.6M,2020-5-25,887.7K,6606
lorengray  ,247,54.4M,2.9B,5.7M,2020-5-25,921.3K,6314
lorengray  ,247,54.4M,2.9B,6M,2020-5-23,993.8K,7507
lorengray  ,247,54.4M,2.9B,12.1M,2020-5-23,2.2M,13.6K
lorengray  ,247,54.4M,2.9B,3.6M,2020-5-23,479.4K,2005
lorengray  ,247,54.4M,2.9B,7.8M,2020-5-23,1.2M,8054
lorengray  ,247,54.4M,2.9B,5M,2020-5-23,816.9K,12.7K
lorengray  ,247,54.4M,2.9B,3.4M,2020-5-21,494.8K,4294
lorengray  ,247,54.4M,2.9B,5.9M,2020-5-21,890.4K,4060
lorengray  ,247,54.4M,2.9B,12.2M,2020-5-20,1.6M,12.2K
lorengray  ,247,54.4M,2.9B,7.4M,2020-5-20,1.3M,8530
lorengray  ,247,54.4M,2.9B,4.4M,2020-5-18,623K,5316
lorengray  ,247,54.4M,2.9B,7.2M,2020-5-18,1.3M,8000
lorengray  ,247,54.4M,2.9B,8M,2020-5-18,1.3M,7698
lorengray  ,247,54.4M,2.9B,4.9M,2020-5-16,768K,5214
lorengray  ,247,54.4M,2.9B,9.7M,2020-5-16,1.5M,7019
lorengray  ,247,54.4M,2.9B,4.2M,2020-5-16,745.1K,3570
lorengray  ,247,54.4M,2.9B,2.7M,2020-5-16,338.7K,2907
lorengray  ,247,54.4M,2.9B,4.9M,2020-5-14,808.2K,4622
lorengray  ,247,54.4M,2.9B,5.7M,2020-5-14,911.4K,4939
lorengray  ,247,54.4M,2.9B,3.1M,2020-5-14,432.1K,3543
lorengray  ,247,54.4M,2.9B,3.9M,2020-5-12,553.3K,4401
lorengray  ,247,54.4M,2.9B,5.6M,2020-5-12,746.3K,6123
lorengray  ,247,54.4M,2.9B,7.5M,2020-5-12,1.1M,3829
lorengray  ,247,54.4M,2.9B,5.2M,2020-5-11,897K,5524
lorengray  ,247,54.4M,2.9B,4.3M,2020-5-11,754.5K,4591
lorengray  ,247,54.4M,2.9B,3.5M,2020-5-11,560.5K,2622
lorengray  ,247,54.4M,2.9B,9.8M,2020-5-11,2.4M,12.6K
lorengray  ,247,54.4M,2.9B,7.4M,2020-5-7,1.3M,7876
lorengray  ,247,54.4M,2.9B,5.9M,2020-5-7,1M,31.7K
lorengray  ,247,54.4M,2.9B,9.2M,2020-5-7,1.5M,10.3K
lorengray  ,247,54.4M,2.9B,11.4M,2020-5-5,2.3M,6864
lorengray  ,247,54.4M,2.9B,4.2M,2020-5-3,551.7K,6032
lorengray  ,247,54.4M,2.9B,6.1M,2020-5-3,1M,3492
lorengray  ,247,54.4M,2.9B,6.1M,2020-5-3,1.1M,16.9K
lorengray  ,247,54.4M,2.9B,11.9M,2020-5-1,2.9M,61.7K
lorengray  ,247,54.4M,2.9B,8.4M,2020-4-30,1.2M,9226
lorengray  ,247,54.4M,2.9B,5.1M,2020-4-30,776.4K,3812
lorengray  ,247,54.4M,2.9B,5.2M,2020-4-28,856.1K,5203
lorengray  ,247,54.4M,2.9B,7.7M,2020-4-28,1.2M,10.5K
lorengray  ,247,54.4M,2.9B,5M,2020-4-28,717.7K,2939
lorengray  ,247,54.4M,2.9B,3.9M,2020-4-28,600.4K,3737
lorengray  ,247,54.4M,2.9B,4.2M,2020-4-28,608K,3527
lorengray  ,247,54.4M,2.9B,11.8M,2020-4-26,1.6M,8133
lorengray  ,247,54.4M,2.9B,4.2M,2020-4-26,466.8K,3025
lorengray  ,247,54.4M,2.9B,3.9M,2020-4-26,558K,3544
lorengray  ,247,54.4M,2.9B,4.1M,2020-4-26,499.6K,3982
lorengray  ,247,54.4M,2.9B,5.6M,2020-4-26,868.6K,8193
lorengray  ,247,54.4M,2.9B,2.9M,2020-4-26,394.7K,2233
lorengray  ,247,54.4M,2.9B,4.4M,2020-4-25,587.2K,4019
lorengray  ,247,54.4M,2.9B,21.6M,2020-4-24,2.7M,12.9K
lorengray  ,247,54.4M,2.9B,3.6M,2020-4-24,614.8K,5145
lorengray  ,247,54.4M,2.9B,3.9M,2020-4-23,608.9K,5717
lorengray  ,247,54.4M,2.9B,4.7M,2020-4-23,831.5K,5785
lorengray  ,247,54.4M,2.9B,3.1M,2020-4-22,445.6K,4504
lorengray  ,247,54.4M,2.9B,7.6M,2020-4-22,1.4M,9378
lorengray  ,247,54.4M,2.9B,4.8M,2020-4-22,766.3K,5281
lorengray  ,247,54.4M,2.9B,5M,2020-4-22,863.6K,6611
lorengray  ,247,54.4M,2.9B,4.4M,2020-4-21,611.4K,2696
lorengray  ,247,54.4M,2.9B,3.2M,2020-4-20,470.2K,2568
lorengray  ,247,54.4M,2.9B,4.5M,2020-4-20,696.8K,2599
lorengray  ,247,54.4M,2.9B,11.3M,2020-4-20,1.2M,7649
lorengray  ,247,54.4M,2.9B,6.1M,2020-4-20,1.3M,24.3K
lorengray  ,247,54.4M,2.9B,7.7M,2020-4-20,1.3M,8682
lorengray  ,247,54.4M,2.9B,10.5M,2020-4-18,1.5M,11.8K
lorengray  ,247,54.4M,2.9B,2.7M,2020-4-18,350.5K,3386
lorengray  ,247,54.4M,2.9B,4M,2020-4-18,595.8K,2506
lorengray  ,247,54.4M,2.9B,4.6M,2020-4-17,662K,2964
lorengray  ,247,54.4M,2.9B,4.6M,2020-4-16,782.6K,4239
lorengray  ,247,54.4M,2.9B,2.7M,2020-4-16,346.8K,3014
lorengray  ,247,54.4M,2.9B,4.7M,2020-4-16,619.1K,4153
lorengray  ,247,54.4M,2.9B,4.5M,2020-4-15,673.4K,3753
lorengray  ,247,54.4M,2.9B,8.4M,2020-4-15,1.5M,6501
lorengray  ,247,54.4M,2.9B,3.7M,2020-4-14,432.5K,2616
lorengray  ,247,54.4M,2.9B,3M,2020-4-13,442.7K,3959
lorengray  ,247,54.4M,2.9B,5M,2020-4-12,710.8K,5155
lorengray  ,247,54.4M,2.9B,7.3M,2020-4-12,915K,4212
lorengray  ,247,54.4M,2.9B,3.4M,2020-4-12,423.5K,1951
lorengray  ,247,54.4M,2.9B,16M,2020-4-11,2.7M,7117
lorengray  ,247,54.4M,2.9B,5.9M,2020-4-11,934.5K,4012
lorengray  ,247,54.4M,2.9B,20.6M,2020-4-11,3.8M,11.2K
lorengray  ,247,54.4M,2.9B,8.9M,2020-4-9,1.7M,7947
lorengray  ,247,54.4M,2.9B,3.1M,2020-4-9,362.2K,4472
lorengray  ,247,54.4M,2.9B,5.4M,2020-4-9,893K,5375
lorengray  ,247,54.4M,2.9B,6.8M,2020-4-9,1M,3098
lorengray  ,247,54.4M,2.9B,2.7M,2020-4-8,377.5K,3230
lorengray  ,247,54.4M,2.9B,10.2M,2020-4-6,2.1M,8622
lorengray  ,247,54.4M,2.9B,5.3M,2020-4-5,865.5K,4443
lorengray  ,247,54.4M,2.9B,11.3M,2020-4-5,1.5M,7534
lorengray  ,247,54.4M,2.9B,3.8M,2020-4-3,599.3K,3658
lorengray  ,247,54.4M,2.9B,8M,2020-4-2,1.2M,7668
lorengray  ,247,54.4M,2.9B,6.8M,2020-4-2,1.4M,6281
lorengray  ,247,54.4M,2.9B,6.4M,2020-4-2,1M,3968
lorengray  ,247,54.4M,2.9B,5.5M,2020-4-2,857.3K,2398
lorengray  ,247,54.4M,2.9B,3M,2020-4-2,431.7K,5261
lorengray  ,247,54.4M,2.9B,2.7M,2020-4-2,355.6K,2531
lorengray  ,247,54.4M,2.9B,4.5M,2020-3-31,655.7K,6470
lorengray  ,247,54.4M,2.9B,4.2M,2020-3-31,612.9K,1957
lorengray  ,247,54.4M,2.9B,5.1M,2020-3-30,671K,4347
lorengray  ,247,54.4M,2.9B,7.9M,2020-3-30,938.5K,4889
lorengray  ,247,54.4M,2.9B,5.6M,2020-3-30,826.4K,4401
lorengray  ,247,54.4M,2.9B,7.6M,2020-3-29,1.3M,6194
lorengray  ,247,54.4M,2.9B,9.6M,2020-3-29,1.7M,9214
lorengray  ,247,54.4M,2.9B,4.8M,2020-3-29,729.1K,5727
lorengray  ,247,54.4M,2.9B,6.8M,2020-3-28,1.1M,6122
lorengray  ,247,54.4M,2.9B,10.9M,2020-3-27,1.5M,9771
lorengray  ,247,54.4M,2.9B,3.3M,2020-3-27,425.2K,3778
lorengray  ,247,54.4M,2.9B,4.9M,2020-3-27,760.1K,6244
lorengray  ,247,54.4M,2.9B,3.8M,2020-3-27,563K,4781
lorengray  ,247,54.4M,2.9B,3.4M,2020-3-27,399.5K,3337
lorengray  ,247,54.4M,2.9B,3M,2020-3-26,401.9K,6330
lorengray  ,247,54.4M,2.9B,6.4M,2020-3-25,774.9K,19.8K
lorengray  ,247,54.4M,2.9B,9.8M,2020-3-24,1.8M,23.7K
lorengray  ,247,54.4M,2.9B,11.8M,2020-3-24,1.8M,12.1K
lorengray  ,247,54.4M,2.9B,4.9M,2020-3-23,639.8K,10.1K
lorengray  ,247,54.4M,2.9B,12.9M,2020-3-23,2.1M,15.2K
lorengray  ,247,54.4M,2.9B,7M,2020-3-23,1.1M,8540
lorengray  ,247,54.4M,2.9B,7.6M,2020-3-21,1.2M,12.7K
lorengray  ,247,54.4M,2.9B,12.7M,2020-3-20,2.2M,11.7K
lorengray  ,247,54.4M,2.9B,8.2M,2020-3-20,1.1M,4152
lorengray  ,247,54.4M,2.9B,7.7M,2020-3-20,1.1M,6670
lorengray  ,247,54.4M,2.9B,3.6M,2020-3-20,473.7K,2449
lorengray  ,247,54.4M,2.9B,5.7M,2020-3-19,912.3K,3834
lorengray  ,247,54.4M,2.9B,8.2M,2020-3-19,1.2M,4398
lorengray  ,247,54.4M,2.9B,5.7M,2020-3-19,1M,3729
lorengray  ,247,54.4M,2.9B,8.7M,2020-3-18,1.2M,12.9K
lorengray  ,247,54.4M,2.9B,6M,2020-3-17,919K,6576
lorengray  ,247,54.4M,2.9B,5.7M,2020-3-17,735K,5904
lorengray  ,247,54.4M,2.9B,15.1M,2020-3-17,2.3M,7882
lorengray  ,247,54.4M,2.9B,14.4M,2020-3-16,2.9M,11.1K
lorengray  ,247,54.4M,2.9B,10.2M,2020-3-15,2M,4424
lorengray  ,247,54.4M,2.9B,24M,2020-3-13,4.1M,17.4K
lorengray  ,247,54.4M,2.9B,10.7M,2020-3-13,1.9M,9123
lorengray  ,247,54.4M,2.9B,7M,2020-3-13,1.4M,6662
lorengray  ,247,54.4M,2.9B,4.6M,2020-3-13,667.1K,2781
lorengray  ,247,54.4M,2.9B,8.1M,2020-3-13,1.2M,3544
lorengray  ,247,54.4M,2.9B,7.4M,2020-3-11,1.2M,7576
lorengray  ,247,54.4M,2.9B,9.2M,2020-3-9,1.6M,7394
lorengray  ,247,54.4M,2.9B,3.6M,2020-3-9,390.5K,2072
lorengray  ,247,54.4M,2.9B,5M,2020-3-9,877.2K,3177
lorengray  ,247,54.4M,2.9B,5.4M,2020-3-9,825.8K,4297
lorengray  ,247,54.4M,2.9B,8.5M,2020-3-6,1.5M,8575
lorengray  ,247,54.4M,2.9B,7.5M,2020-3-6,1.4M,3555
lorengray  ,247,54.4M,2.9B,6.3M,2020-3-5,849.7K,4949
lorengray  ,247,54.4M,2.9B,5.4M,2020-3-5,627K,2411
lorengray  ,247,54.4M,2.9B,6M,2020-3-5,629.8K,6764
lorengray  ,247,54.4M,2.9B,10.6M,2020-3-5,1.6M,16.2K
lorengray  ,247,54.4M,2.9B,6.2M,2020-3-5,877.1K,5143
lorengray  ,247,54.4M,2.9B,27.4M,2020-3-5,4.4M,21.9K
lorengray  ,247,54.4M,2.9B,10M,2020-3-2,1.3M,8110
lorengray  ,247,54.4M,2.9B,12.6M,2020-3-1,1.9M,4819
lorengray  ,247,54.4M,2.9B,13.9M,2020-3-1,2.1M,11.8K
lorengray  ,247,54.4M,2.9B,7.3M,2020-2-29,1.1M,4021
lorengray  ,247,54.4M,2.9B,5.6M,2020-2-29,654.6K,3642
lorengray  ,247,54.4M,2.9B,7M,2020-2-29,927.4K,3097
lorengray  ,247,54.4M,2.9B,4.5M,2020-2-27,518.5K,4360
lorengray  ,247,54.4M,2.9B,5.6M,2020-2-25,862.7K,4547
lorengray  ,247,54.4M,2.9B,8.8M,2020-2-23,1.3M,5134
lorengray  ,247,54.4M,2.9B,10.6M,2020-2-23,1.7M,6100
lorengray  ,247,54.4M,2.9B,3.8M,2020-2-23,410.5K,1617
lorengray  ,247,54.4M,2.9B,7.4M,2020-2-23,1.6M,6495
lorengray  ,247,54.4M,2.9B,10.1M,2020-2-19,1.4M,7390
lorengray  ,247,54.4M,2.9B,7.1M,2020-2-18,1.1M,4028
lorengray  ,247,54.4M,2.9B,10.1M,2020-2-18,2.2M,6982
lorengray  ,247,54.4M,2.9B,11.8M,2020-2-16,2M,9262
lorengray  ,247,54.4M,2.9B,7.9M,2020-2-16,1.2M,4144
lorengray  ,247,54.4M,2.9B,14.1M,2020-2-12,1.9M,9542
lorengray  ,247,54.4M,2.9B,5.4M,2020-2-11,694.2K,3205
lorengray  ,247,54.4M,2.9B,10.8M,2020-2-11,1.4M,12.8K
lorengray  ,247,54.4M,2.9B,7M,2020-2-8,1M,6655
lorengray  ,247,54.4M,2.9B,6.5M,2020-2-8,836.9K,3479
lorengray  ,247,54.4M,2.9B,13.2M,2020-2-7,2.9M,9363
lorengray  ,247,54.4M,2.9B,15.1M,2020-2-7,2.3M,8914
lorengray  ,247,54.4M,2.9B,9.4M,2020-2-7,1.6M,7489
lorengray  ,247,54.4M,2.9B,5.2M,2020-2-7,588.5K,2179
lorengray  ,247,54.4M,2.9B,11.8M,2020-2-6,2.1M,5874
lorengray  ,247,54.4M,2.9B,4.6M,2020-2-6,575K,1617
lorengray  ,247,54.4M,2.9B,5.3M,2020-2-5,799.5K,4208
lorengray  ,247,54.4M,2.9B,20.2M,2020-2-4,2.6M,13.3K
lorengray  ,247,54.4M,2.9B,10.1M,2020-2-2,1.2M,6084
lorengray  ,247,54.4M,2.9B,9.4M,2020-1-31,1.4M,3231
lorengray  ,247,54.4M,2.9B,10.5M,2020-1-31,1.7M,2752
lorengray  ,247,54.4M,2.9B,9.6M,2020-1-28,1.9M,8934
lorengray  ,247,54.4M,2.9B,21.1M,2020-1-27,3.1M,13.2K
lorengray  ,247,54.4M,2.9B,6.6M,2020-1-25,865.5K,3258
lorengray  ,247,54.4M,2.9B,11.4M,2020-1-23,1.7M,4354
lorengray  ,247,54.4M,2.9B,13.8M,2020-1-19,2.3M,8904
lorengray  ,247,54.4M,2.9B,7.3M,2020-1-19,1.1M,5055
lorengray  ,247,54.4M,2.9B,4.7M,2020-1-18,531.4K,2483
lorengray  ,247,54.4M,2.9B,6.7M,2020-1-17,886.8K,13.6K
lorengray  ,247,54.4M,2.9B,8.5M,2020-1-11,1.2M,5015
lorengray  ,247,54.4M,2.9B,11M,2020-1-11,1.6M,4312
lorengray  ,247,54.4M,2.9B,9.6M,2020-1-6,1.2M,16.7K
lorengray  ,247,54.4M,2.9B,9.3M,2020-1-6,1.2M,6468
lorengray  ,247,54.4M,2.9B,12.4M,2020-1-3,1.8M,62.1K
lorengray  ,247,54.4M,2.9B,17M,2020-1-2,2.8M,19.2K
lorengray  ,247,54.4M,2.9B,25.4M,2020-1-2,3.4M,18.7K
lorengray  ,247,54.4M,2.9B,14.8M,2019-12-28,2M,21.1K
lorengray  ,247,54.4M,2.9B,12.4M,2019-12-25,1.8M,7267
lorengray  ,247,54.4M,2.9B,10.6M,2019-12-23,1.1M,5195
lorengray  ,247,54.4M,2.9B,33.6M,2019-12-21,4.2M,11.3K
lorengray  ,247,54.4M,2.9B,18M,2019-12-21,2.5M,6595
lorengray  ,247,54.4M,2.9B,15.8M,2019-12-16,1.8M,7757
lorengray  ,247,54.4M,2.9B,12.7M,2019-12-16,1.7M,18.9K
lorengray  ,247,54.4M,2.9B,10.3M,2019-12-16,1.4M,2411
lorengray  ,247,54.4M,2.9B,18.8M,2019-12-15,3.2M,4532
lorengray  ,247,54.4M,2.9B,23.6M,2019-12-15,3.3M,11K
lorengray  ,247,54.4M,2.9B,96.2M,2019-12-13,8.5M,35.7K
lorengray  ,247,54.4M,2.9B,10.7M,2019-12-13,1.3M,3105
lorengray  ,247,54.4M,2.9B,8M,2019-12-13,905.9K,1706
lorengray  ,247,54.4M,2.9B,17.3M,2019-12-9,2.5M,11.4K
lorengray  ,247,54.4M,2.9B,7.4M,2019-12-9,922.1K,1654
lorengray  ,247,54.4M,2.9B,9.8M,2019-12-9,1.3M,2772
lorengray  ,247,54.4M,2.9B,12.6M,2019-12-4,1.9M,5052
lorengray  ,247,54.4M,2.9B,23.1M,2019-12-4,3.5M,10.2K
lorengray  ,247,54.4M,2.9B,7.6M,2019-12-3,1M,2656
lorengray  ,247,54.4M,2.9B,8.1M,2019-11-30,1.2M,3330
lorengray  ,247,54.4M,2.9B,6.2M,2019-11-29,575.1K,3085
lorengray  ,247,54.4M,2.9B,7.3M,2019-11-23,828.1K,2498
lorengray  ,247,54.4M,2.9B,6.3M,2019-11-22,795K,2050
lorengray  ,247,54.4M,2.9B,9.1M,2019-11-22,1.1M,3692
lorengray  ,247,54.4M,2.9B,11.8M,2019-11-22,1.7M,3949
lorengray  ,247,54.4M,2.9B,8M,2019-11-14,927.3K,3015
lorengray  ,247,54.4M,2.9B,15.5M,2019-11-13,2.5M,3097
lorengray  ,247,54.4M,2.9B,11.4M,2019-11-11,1.7M,4660
lorengray  ,247,54.4M,2.9B,16.9M,2019-11-10,2.6M,7898
lorengray  ,247,54.4M,2.9B,5.7M,2019-11-7,620.6K,3045
lorengray  ,247,54.4M,2.9B,11.6M,2019-11-6,1.6M,3383
lorengray  ,247,54.4M,2.9B,7.9M,2019-11-6,704.7K,0
lorengray  ,247,54.4M,2.9B,117.1M,2019-10-27,5.3M,15.3K
lorengray  ,247,54.4M,2.9B,30.4M,2019-10-24,2.1M,6601
lorengray  ,247,54.4M,2.9B,32.3M,2019-10-17,2.3M,7734
lorengray  ,247,54.4M,2.9B,127M,2019-10-14,5.3M,53.8K
lorengray  ,247,54.4M,2.9B,32M,2019-10-8,1.9M,7328
lorengray  ,247,54.4M,2.9B,27.8M,2019-10-1,2.1M,5715
lorengray  ,247,54.4M,2.9B,16.8M,2019-9-26,1.3M,2970
lorengray  ,247,54.4M,2.9B,13.8M,2019-9-25,1.4M,6307
lorengray  ,247,54.4M,2.9B,10.5M,2019-9-24,825.7K,3032
lorengray  ,247,54.4M,2.9B,18.7M,2019-9-24,1.8M,3206
lorengray  ,247,54.4M,2.9B,11.8M,2019-9-19,968.2K,2200
lorengray  ,247,54.4M,2.9B,18.1M,2019-9-18,2.4M,6611
lorengray  ,247,54.4M,2.9B,12.8M,2019-9-18,1.2M,3334
lorengray  ,247,54.4M,2.9B,63.2M,2019-9-12,3.7M,21.4K
lorengray  ,247,54.4M,2.9B,11.6M,2019-9-11,1.1M,6547
lorengray  ,247,54.4M,2.9B,11.2M,2019-8-29,947.8K,5440
lorengray  ,247,54.4M,2.9B,11.1M,2019-8-27,989.5K,2480
lorengray  ,247,54.4M,2.9B,13M,2019-8-18,1.4M,3796
lorengray  ,247,54.4M,2.9B,25.4M,2019-8-13,2.2M,8495
lorengray  ,247,54.4M,2.9B,8.3M,2019-8-13,668.2K,1548
lorengray  ,247,54.4M,2.9B,15.7M,2019-8-8,1.8M,5198
lorengray  ,247,54.4M,2.9B,19.6M,2019-8-4,1.8M,6212
lorengray  ,247,54.4M,2.9B,12.6M,2019-8-3,1.7M,7760
lorengray  ,247,54.4M,2.9B,10.7M,2019-8-3,1.1M,4166
lorengray  ,247,54.4M,2.9B,10.6M,2019-7-31,1.3M,8502
lorengray  ,247,54.4M,2.9B,9.1M,2019-7-26,728.1K,4252
lorengray  ,247,54.4M,2.9B,10.2M,2019-7-26,887K,4093
lorengray  ,247,54.4M,2.9B,10.3M,2019-7-26,1.1M,24.7K
lorengray  ,247,54.4M,2.9B,10.2M,2019-7-14,925.5K,6050
lorengray  ,247,54.4M,2.9B,14.3M,2019-7-11,1.9M,6891
lorengray  ,247,54.4M,2.9B,12.1M,2019-7-11,1.2M,4980
lorengray  ,247,54.4M,2.9B,6.7M,2019-7-8,631.1K,2144
lorengray  ,247,54.4M,2.9B,10.5M,2019-7-5,1.1M,3321
lorengray  ,247,54.4M,2.9B,6.1M,2019-7-3,491K,1657
lorengray  ,247,54.4M,2.9B,5.8M,2019-7-3,450.5K,900
lorengray  ,247,54.4M,2.9B,11M,2019-7-2,988.6K,5505
lorengray  ,247,54.4M,2.9B,25.8M,2019-6-29,2.3M,7676
lorengray  ,247,54.4M,2.9B,6.7M,2019-6-29,698.1K,2266
lorengray  ,247,54.4M,2.9B,5.9M,2019-6-29,516K,1719
lorengray  ,247,54.4M,2.9B,6.3M,2019-6-29,527.7K,1257
lorengray  ,247,54.4M,2.9B,6.7M,2019-6-28,606K,2837
lorengray  ,247,54.4M,2.9B,9.2M,2019-6-27,1.1M,6591
lorengray  ,247,54.4M,2.9B,4.9M,2019-6-27,447.3K,1899
lorengray  ,247,54.4M,2.9B,5M,2019-6-27,406.1K,1913
lorengray  ,247,54.4M,2.9B,5.4M,2019-6-24,489.6K,2041
lorengray  ,247,54.4M,2.9B,8M,2019-6-24,980.7K,3034
lorengray  ,247,54.4M,2.9B,7.5M,2019-6-21,884.9K,8308
lorengray  ,247,54.4M,2.9B,6.2M,2019-6-21,526.8K,2390
lorengray  ,247,54.4M,2.9B,16.1M,2019-6-21,1.3M,8152
lorengray  ,247,54.4M,2.9B,10.8M,2019-6-20,1M,4041
lorengray  ,247,54.4M,2.9B,6.9M,2019-6-20,682.7K,2920
lorengray  ,247,54.4M,2.9B,5.6M,2019-6-20,564.1K,4618
lorengray  ,247,54.4M,2.9B,23M,2019-6-20,3M,12.2K
lorengray  ,247,54.4M,2.9B,19.8M,2019-6-18,1.9M,10K
lorengray  ,247,54.4M,2.9B,11.9M,2019-6-18,1.4M,8127
lorengray  ,247,54.4M,2.9B,10.2M,2019-6-16,1.1M,4870
lorengray  ,247,54.4M,2.9B,5.4M,2019-6-16,613.8K,2527
lorengray  ,247,54.4M,2.9B,3.7M,2019-6-5,266.6K,3133
lorengray  ,247,54.4M,2.9B,11.5M,2019-5-22,1.3M,9026
lorengray  ,247,54.4M,2.9B,4.6M,2019-5-22,372.7K,2182
lorengray  ,247,54.4M,2.9B,6M,2019-5-19,659.3K,3471
lorengray  ,247,54.4M,2.9B,7.4M,2019-5-19,804.6K,1951
lorengray  ,247,54.4M,2.9B,5.7M,2019-5-19,709.5K,1747
lorengray  ,247,54.4M,2.9B,7M,2019-5-18,695.1K,2057
lorengray  ,247,54.4M,2.9B,5.8M,2019-5-18,637.4K,4129
lorengray  ,247,54.4M,2.9B,7.3M,2019-5-15,787.9K,3734
lorengray  ,247,54.4M,2.9B,4.4M,2019-5-15,516.8K,2270
lorengray  ,247,54.4M,2.9B,5.5M,2019-4-27,569.4K,5088
lorengray  ,247,54.4M,2.9B,5.5M,2019-4-27,779.1K,3455
lorengray  ,247,54.4M,2.9B,11.5M,2019-3-11,1.4M,10.9K
lorengray  ,247,54.4M,2.9B,6.3M,2019-3-11,612K,4525
lorengray  ,247,54.4M,2.9B,5.4M,2019-3-11,532.8K,2587
lorengray  ,247,54.4M,2.9B,6.7M,2019-3-11,776.4K,3112
lorengray  ,247,54.4M,2.9B,5.1M,2019-3-9,574.7K,3172
lorengray  ,247,54.4M,2.9B,5.6M,2019-3-9,625.8K,2510
lorengray  ,247,54.4M,2.9B,4.7M,2019-3-9,481.7K,1675
lorengray  ,247,54.4M,2.9B,13.1M,2019-3-8,1.4M,11.2K
lorengray  ,247,54.4M,2.9B,8.6M,2018-12-24,942K,21.5K
lorengray  ,247,54.4M,2.9B,7.4M,2018-12-24,807.5K,7336
lorengray  ,247,54.4M,2.9B,6.7M,2018-12-24,787.3K,8729
lorengray  ,247,54.4M,2.9B,7.3M,2018-11-18,841K,15K
lorengray  ,247,54.4M,2.9B,9.7M,2018-8-14,1.1M,37.3K
lorengray  ,247,54.4M,2.9B,8.7M,2018-8-10,941K,10.9K
lorengray  ,247,54.4M,2.9B,13.4M,2018-7-12,1.8M,37.8K
lorengray  ,247,54.4M,2.9B,12M,2018-7-9,1.5M,14K
lorengray  ,247,54.4M,2.9B,18.4M,2018-7-4,2.4M,21.2K
lorengray  ,247,54.4M,2.9B,11.8M,2018-7-3,1.5M,11.2K
lorengray  ,247,54.4M,2.9B,14.8M,2018-6-30,1.8M,20K
lorengray  ,247,54.4M,2.9B,10.1M,2018-6-30,1.4M,5783
lorengray  ,247,54.4M,2.9B,10.8M,2018-6-29,1.4M,7616
lorengray  ,247,54.4M,2.9B,9.7M,2018-6-29,1.4M,3761
lorengray  ,247,54.4M,2.9B,8.7M,2018-6-28,1.2M,4275
lorengray  ,247,54.4M,2.9B,20.3M,2018-6-28,2.5M,10.6K
lorengray  ,247,54.4M,2.9B,6.8M,2018-6-28,809.1K,2390
lorengray  ,247,54.4M,2.9B,7.4M,2018-6-28,1.1M,4984
lorengray  ,247,54.4M,2.9B,13.9M,2018-6-28,2.1M,12.7K
lorengray  ,247,54.4M,2.9B,6.5M,2018-6-28,820.2K,2361
lorengray  ,247,54.4M,2.9B,6.2M,2018-6-26,810K,3628
lorengray  ,247,54.4M,2.9B,7.3M,2018-6-26,1.2M,2603
lorengray  ,247,54.4M,2.9B,6.8M,2018-6-26,1.1M,2159
lorengray  ,247,54.4M,2.9B,5.4M,2018-6-26,805.1K,2032
lorengray  ,247,54.4M,2.9B,5.1M,2018-6-26,766.1K,1848
lorengray  ,247,54.4M,2.9B,6M,2018-6-25,1M,5669
lorengray  ,247,54.4M,2.9B,8M,2018-6-2,1.2M,42.4K
lorengray  ,247,54.4M,2.9B,6.9M,2018-6-2,907.4K,8731
lorengray  ,247,54.4M,2.9B,8.1M,2018-6-2,1.2M,6560
lorengray  ,247,54.4M,2.9B,6.1M,2018-6-2,830.2K,4380
lorengray  ,247,54.4M,2.9B,5.8M,2018-6-2,652.7K,2821
lorengray  ,247,54.4M,2.9B,15M,2018-5-28,1.8M,19.4K
lorengray  ,247,54.4M,2.9B,9.5M,2018-5-28,1.4M,5525
lorengray  ,247,54.4M,2.9B,9.1M,2018-5-28,1.3M,8333
lorengray  ,247,54.4M,2.9B,11.1M,2018-5-24,1.6M,15.7K
lorengray  ,247,54.4M,2.9B,8.3M,2018-5-24,1.2M,4998
lorengray  ,247,54.4M,2.9B,8.5M,2018-5-23,1.3M,6273
lorengray  ,247,54.4M,2.9B,6.9M,2018-5-23,926.7K,2631
